0.000000000000000000e+00,2.834628005571760237e+06,2.576103163779258728e+06,3.631064639765679836e+06,4.617184211175516248e+06,3.862095511319421232e+06,5.981349321063131094e+06,2.767717789007186890e+06,8.940479791357517242e+05,2.099876072336256504e+06
2.834628005571760237e+06,0.000000000000000000e+00,7.854155768432989717e+05,1.056064074989102781e+06,1.306635012157566845e+06,1.478849174591958523e+06,1.418938378018535674e+06,9.039941658120527864e+05,1.699025040491349995e+06,9.024919650205448270e+05
2.576103163779258728e+06,7.854155768432989717e+05,0.000000000000000000e+00,2.676111897350698709e+05,3.615019656021744013e+05,4.920576714072003961e+05,8.349345224664956331e+05,1.749550682351291180e+05,2.426476073149979115e+06,2.006967299943342805e+06
3.631064639765679836e+06,1.056064074989102781e+06,2.676111897350698709e+05,0.000000000000000000e+00,2.207042563394606113e+05,1.698937279878929257e+05,4.589953685596883297e+05,3.556652126483768225e+05,3.426995128567412496e+06,2.810544470595046878e+06
4.617184211175516248e+06,1.306635012157566845e+06,3.615019656021744013e+05,2.207042563394606113e+05,0.000000000000000000e+00,3.815497581646069884e+05,2.120703161495625973e+05,4.683306940593868494e+05,4.266792828517645597e+06,3.351612059922859073e+06
3.862095511319421232e+06,1.478849174591958523e+06,4.920576714072003961e+05,1.698937279878929257e+05,3.815497581646069884e+05,0.000000000000000000e+00,6.865465583882555366e+05,7.117825974769666791e+05,3.600854720559723675e+06,3.535316641364790499e+06
5.981349321063131094e+06,1.418938378018535674e+06,8.349345224664956331e+05,4.589953685596883297e+05,2.120703161495625973e+05,6.865465583882555366e+05,0.000000000000000000e+00,9.000393191137313843e+05,5.058899664336875081e+06,3.660490666369661689e+06
2.767717789007186890e+06,9.039941658120527864e+05,1.749550682351291180e+05,3.556652126483768225e+05,4.683306940593868494e+05,7.117825974769666791e+05,9.000393191137313843e+05,0.000000000000000000e+00,2.756490096775040030e+06,1.815309183096975088e+06
8.940479791357517242e+05,1.699025040491349995e+06,2.426476073149979115e+06,3.426995128567412496e+06,4.266792828517645597e+06,3.600854720559723675e+06,5.058899664336875081e+06,2.756490096775040030e+06,0.000000000000000000e+00,1.138364446358874440e+06
2.099876072336256504e+06,9.024919650205448270e+05,2.006967299943342805e+06,2.810544470595046878e+06,3.351612059922859073e+06,3.535316641364790499e+06,3.660490666369661689e+06,1.815309183096975088e+06,1.138364446358874440e+06,0.000000000000000000e+00
